,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
8015,3,0,8,0,5,1,1,0,7,0,0,1,1,7,7,0,2,2,4,7,3,1,0
7094,3,3,4,0,2,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,4,1
872,5,3,9,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,3,0
3850,5,0,2,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,5,0,0
5468,2,2,8,1,2,1,0,0,7,1,1,2,2,7,7,0,2,1,4,1,4,5,1
5951,2,2,0,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,4,1,1
7763,0,2,8,0,5,1,1,0,10,0,0,1,1,7,7,0,2,2,4,7,2,1,0
2965,5,3,2,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,3,4,0,0
3391,2,3,3,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,3,5,0,0
5415,2,2,0,1,5,1,0,0,1,0,0,2,2,7,2,0,2,2,0,7,1,6,0
2560,5,0,8,0,1,1,0,1,2,0,1,2,2,7,7,0,2,1,4,2,4,0,1
7950,3,3,4,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1
2635,2,3,2,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,3,4,0,0
5256,5,2,8,1,2,1,0,0,10,1,1,2,0,7,7,0,2,1,4,1,4,1,1
3530,5,0,3,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,3,5,0,0
375,0,2,8,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,1,0
1908,2,2,3,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,0,1,0
4429,5,3,4,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0,1
7551,3,2,2,0,8,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,4,1
7105,5,2,2,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4,1
4027,2,0,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,1,1
6461,2,3,2,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,2,1
1604,2,0,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,3,1,0
1118,2,0,4,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,3,1,0
3677,2,3,3,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,2,4,0,0
3490,5,0,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,4,1
7890,0,2,8,0,5,1,1,0,2,0,0,2,1,7,7,0,2,2,4,7,3,1,0
6039,2,2,4,0,8,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,0,1
2958,5,0,2,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,3,5,0,0
1994,5,0,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,0,1,0
8051,5,0,8,0,5,1,1,0,10,0,0,2,1,7,7,0,2,2,4,7,3,1,0
7060,5,2,2,0,8,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,0,1
2376,5,0,3,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,2,4,0,0
7436,3,2,2,0,8,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2,1
1342,2,2,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,3,5,1
320,5,3,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,3,0
1619,5,0,4,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,3,1,0
3713,2,3,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,0,1
7433,2,2,2,0,7,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,4,1
2060,2,2,3,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,3,1,0
2219,5,3,4,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,2,4,0,0
1673,5,2,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,3,3,1,0
6038,0,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,0,1,4,3,1,2,0
260,2,3,4,1,3,1,0,0,10,0,4,2,3,7,7,0,2,1,4,3,3,1,0
7172,5,2,2,0,7,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,2,1
2039,5,3,2,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,2,5,0,0
4785,5,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,1,1
901,5,0,8,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,0,1,0
3744,2,3,2,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,5,0,0
6402,5,3,2,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2,1
2026,5,0,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,0,1,0
4234,2,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,0,1
1917,2,2,4,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1,0
1828,5,2,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,0,1,0
1573,2,2,4,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,3,1,0
4415,2,0,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,4,1
4749,5,0,5,0,1,1,1,1,7,0,1,2,2,7,7,0,2,1,4,2,3,0,1
6233,3,3,4,0,8,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,2,1
7128,2,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,0,1,4,8,4,2,0
4654,2,0,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,0,1
6283,2,3,4,0,2,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,4,1
4208,2,3,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,0,1
4627,2,3,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,4,1
224,5,3,8,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,3,0
723,5,2,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,0,1,0
7285,5,3,2,0,4,0,0,0,11,0,2,1,3,1,1,0,2,0,3,7,1,0,1
1141,5,0,4,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,4,0,0
5529,5,3,4,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,2,1
6469,3,2,4,0,2,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,2,1
5764,2,3,6,0,5,1,0,1,9,0,0,2,0,7,7,0,2,1,1,1,5,0,0
7243,3,2,4,0,7,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,2,1
5554,5,3,4,0,8,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,4,1
7703,3,3,2,0,8,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,2,1
2762,5,3,3,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,2,5,0,0
846,5,3,9,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,3,3,0
4289,2,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,1,1
5560,5,2,8,1,2,1,0,0,7,1,1,2,2,7,7,0,2,1,4,1,4,1,1
6717,2,2,4,0,2,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,4,1
5042,5,0,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,4,1
6117,5,2,4,0,2,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,2,1
2551,2,0,4,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,2,5,0,0
5725,2,2,0,1,2,1,0,0,7,1,1,2,2,7,7,0,2,1,4,1,3,1,1
2928,5,0,3,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,3,5,0,0
117,5,3,9,1,3,1,0,0,10,0,4,2,3,7,7,0,2,1,4,2,5,1,0
645,5,2,9,1,3,1,1,1,5,1,1,2,2,7,7,0,2,1,4,6,4,0,0
5966,5,3,4,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4,1
3,5,3,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,3,5,1
4170,5,2,0,1,2,1,0,0,10,1,1,0,2,7,7,0,2,1,4,1,3,5,1
5851,5,2,3,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,3,1,1
467,5,2,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,1,0
5,5,3,9,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,1,0
5342,5,0,9,0,5,1,0,1,10,0,0,1,3,7,4,0,2,1,0,7,4,0,1
919,5,2,8,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,3,1,0
2595,5,0,3,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,2,5,0,0
4324,2,3,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,1,1
1063,5,0,3,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,3,1,0
2590,5,3,2,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,2,5,0,0
242,5,2,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,3,0
7070,3,2,4,0,7,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,4,1
1160,0,3,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,1,0
2870,5,3,4,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,2,4,0,0
3735,2,3,2,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,3,5,0,0
7427,3,3,4,0,8,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0,1
2397,2,0,3,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,3,5,0,0
3517,2,3,4,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,2,5,0,0
3421,5,0,3,0,1,1,1,1,2,0,1,2,2,7,7,0,2,1,4,2,4,0,1
2563,5,3,4,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,3,5,0,0
6767,2,2,2,0,7,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,2,1
5622,3,2,5,1,5,1,0,0,1,0,0,2,2,2,7,0,2,2,0,7,1,6,0
1605,2,0,4,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,0,1,0
7826,3,3,4,0,7,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,0,1
2324,5,0,2,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,3,5,0,0
2709,5,3,3,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,2,4,0,0
7562,3,2,4,0,8,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,4,1
1312,2,2,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,3,1,1
3448,5,0,4,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,3,4,0,0
3812,2,3,2,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,3,4,0,0
6085,2,3,4,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1
7553,3,3,4,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2,1
2362,5,3,3,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,2,5,0,0
1975,2,3,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,3,1,1
3514,2,3,2,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,2,5,0,0
1761,5,0,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,3,1,0
5401,2,3,1,0,5,1,1,1,10,0,1,2,2,7,4,0,2,1,0,7,4,2,0
2739,5,3,2,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,2,5,0,0
5637,2,3,8,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,1,1
7563,3,3,2,0,8,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,4,1
2472,5,0,4,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,2,4,0,0
6738,3,3,4,0,8,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1
6891,2,2,2,0,7,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,4,1
4007,2,0,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,4,1
4718,5,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,1,1
6177,2,2,2,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,4,1
1493,5,2,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,3,1,0
4206,2,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,4,1
6371,2,3,4,0,8,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,0,1
2158,2,0,4,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,3,5,0,0
1169,0,2,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,3,0
7335,3,2,3,0,5,1,1,0,7,0,0,2,2,7,7,0,2,2,4,7,2,1,0
232,5,3,9,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,3,5,4,0
66,5,2,8,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,1,0
1603,2,2,4,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,0,1,0
6168,5,2,4,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,2,1
3283,5,3,3,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,2,4,0,0
3596,2,3,2,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,2,5,0,0
6288,5,3,2,0,2,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,2,1
4632,5,3,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,0,1
125,5,2,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,3,1,0
6229,2,3,4,0,8,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,0,1
5350,5,2,0,1,2,1,0,0,3,1,1,0,0,7,7,0,2,1,4,1,3,1,1
1296,5,0,4,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,3,4,0,0
1976,5,0,4,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,3,4,0,0
7336,2,3,2,0,4,1,0,0,10,0,2,1,3,1,1,0,2,0,3,7,1,0,1
7279,3,2,4,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,0,1
2075,5,2,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,2,3,0
4580,5,0,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,0,1
5750,2,2,8,1,2,1,0,0,10,1,1,0,2,7,7,0,2,1,4,1,4,1,1
7669,3,3,2,0,7,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,4,1
3086,2,3,2,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,2,5,0,0
7046,3,0,3,0,5,1,1,0,7,0,0,2,1,7,7,0,2,2,4,7,2,1,0
6882,2,3,4,0,8,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,0,1
7085,5,2,2,0,8,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,2,1
3345,2,3,3,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,2,4,0,0
7254,3,2,4,0,8,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,0,1
5870,2,3,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,1,1
6506,2,3,2,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,4,1
2797,5,0,8,0,1,1,1,1,2,0,1,2,2,7,7,0,2,1,4,3,3,0,1
918,2,0,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,0,1,0
1646,5,2,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,3,0
5122,3,3,1,0,5,1,1,1,10,0,1,0,2,7,4,0,2,1,0,7,4,2,0
5126,1,1,8,1,5,1,1,1,10,0,1,2,2,7,7,0,2,1,4,7,1,2,1
4978,5,3,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,0,1
5431,2,3,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,1,1
6842,2,3,2,0,2,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4,1
4621,2,0,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,0,1
6809,5,2,2,0,8,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,0,1
364,5,2,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,1,0
3287,2,3,2,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,3,5,0,0
2125,5,3,2,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,3,4,0,0
4123,2,0,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,1,1
4569,5,0,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,4,1
525,0,2,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,1,0
4821,2,0,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,0,1
55,0,3,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,3,3,0
638,5,2,4,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,3,1,0
302,5,2,9,1,3,1,1,1,10,1,1,2,2,7,7,0,2,1,4,3,4,0,0
2766,5,0,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,0,1
5811,2,2,8,1,2,1,0,0,7,1,1,2,2,7,7,0,2,1,4,1,4,1,1
1276,5,0,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,0,1,0
7608,3,3,4,0,8,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,2,1
4720,2,0,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,1,1
2055,2,0,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,3,1,0
5376,0,3,5,1,5,1,0,0,8,0,1,2,2,7,7,0,2,2,4,5,4,3,1
6947,3,3,2,0,7,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,4,1
5145,5,3,4,0,2,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,2,1
4432,2,0,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,4,1
3644,5,3,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,1,1
4143,2,2,3,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,4,5,1
2878,2,0,3,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,3,5,0,0
4202,5,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,1,1
6493,2,2,2,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,2,1
5175,5,2,5,1,5,1,0,0,10,0,0,2,2,7,7,0,2,2,0,7,1,6,0
2286,2,3,3,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,2,5,0,0
2261,5,0,4,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,2,5,0,0
5240,2,2,8,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,3,1,1
7228,2,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,1,1,4,8,4,2,0
2296,5,3,3,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,4,0,0
6937,5,0,8,0,5,1,1,0,7,0,0,2,2,7,7,0,2,2,4,7,3,1,0
5932,5,3,4,0,8,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,4,1
1753,5,0,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1,0
5197,3,3,5,1,5,1,0,0,1,0,0,2,2,7,2,0,2,2,0,7,1,6,0
1968,2,0,4,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,3,4,0,0
7055,3,2,4,0,8,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,0,1
3117,2,0,2,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,4,0,0
2393,5,3,3,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,2,4,0,0
523,5,2,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,3,5,1
6376,2,2,2,0,2,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0,1
6788,2,2,2,0,2,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,0,1
6981,3,2,2,0,2,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4,1
5524,2,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,4,1
6677,2,3,2,0,8,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,4,1
3900,5,0,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,4,1
7569,3,2,2,0,7,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,0,1
4699,5,2,3,1,2,1,0,0,3,1,1,0,0,7,7,0,2,1,4,1,3,1,1
5585,5,3,2,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0,1
7168,2,2,2,0,2,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,4,1
3122,5,0,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,0,1
6777,5,2,4,0,8,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1
4156,2,3,2,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,3,5,0,0
1969,2,2,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,3,1,0
671,2,0,4,0,5,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,4,5,0
4188,5,3,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,0,1
666,2,3,4,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,3,3,1,0
7033,3,2,4,0,5,0,0,0,6,0,0,2,2,5,5,0,0,1,4,3,1,2,0
1887,2,3,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,3,1,1
3266,2,3,4,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,3,5,0,0
280,5,3,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,3,1,1
1719,2,2,8,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,0,1,0
2947,5,0,3,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,2,4,0,0
4455,5,3,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,1,1
899,5,2,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,1,0
6031,2,3,2,0,7,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,4,1
7863,3,2,4,0,7,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,0,1
6090,2,2,2,0,2,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2,1
7117,2,2,4,0,8,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,0,1
6991,3,3,2,0,4,1,0,0,11,0,2,1,3,1,1,0,2,0,3,7,1,0,1
760,0,2,8,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,1,0
6254,2,3,2,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,0,1
1906,2,0,4,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,0,1,0
4042,2,3,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,0,1
3823,5,3,4,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,3,5,0,0
4138,2,3,4,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,2,4,0,0
3818,2,3,3,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,2,4,0,0
6269,5,2,2,0,8,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,0,1
4300,2,0,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,0,1
5569,2,2,5,1,5,1,0,0,10,0,0,2,2,2,7,0,2,2,0,7,1,6,0
6196,5,2,2,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,0,1
2593,2,0,4,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,3,4,0,0
4164,5,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,0,1
3031,2,0,3,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,3,5,0,0
5971,5,3,4,0,8,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,4,1
3579,2,0,3,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,3,4,0,0
2832,5,0,4,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,4,0,0
5449,2,2,8,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,3,1,1
3472,2,3,3,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,2,5,0,0
6327,5,2,2,0,8,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,2,1
137,5,3,9,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,3,1,0
7043,3,3,4,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,2,1
4892,5,0,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,1,1
2180,5,0,2,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,3,5,0,0
2128,5,0,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,1,1
3177,2,3,4,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,2,5,0,0
4854,5,3,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,0,1
4637,2,0,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,4,1
5115,5,2,3,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,3,1,1
7081,5,3,2,0,7,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,4,1
4261,5,3,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,4,1
4344,2,0,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,1,1
1331,2,2,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,0,1,0
2017,2,2,9,1,0,1,1,1,5,1,1,2,2,7,7,0,2,1,4,3,4,0,0
4542,5,0,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,1,1
2482,5,2,5,0,1,1,1,1,9,0,1,2,2,7,7,0,2,1,4,3,3,0,1
7002,3,2,2,0,7,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4,1
